order_date,customer_id,city,product_id,product_name,units_in_stock,unit_price,quantity,discount,category_id,category_name,expected_quantity
1996-07-12,RICSU,Genève,36,Inlagd Sill,112,15.2,25,0.0,8,Seafood,24.18027114868164
1996-07-12,RICSU,Genève,59,Raclette Courdavault,79,44.0,30,0.0,4,Dairy Products,31.125463485717773
1996-07-15,WELLI,Resende,53,Perth Pasties,0,26.2,15,0.0,6,Meat/Poultry,14.65165901184082
1996-07-15,WELLI,Resende,77,Original Frankfurter grüne Soße,32,10.4,12,0.0,2,Condiments,11.712587356567383
1996-07-16,HILAA,San Cristóbal,27,Schoggi Schokolade,49,35.1,25,0.0,3,Confections,25.655879974365234
1996-07-16,HILAA,San Cristóbal,39,Chartreuse verte,69,14.4,6,0.0,1,Beverages,6.386837959289551
1996-07-16,HILAA,San Cristóbal,77,Original Frankfurter grüne Soße,32,10.4,15,0.0,2,Condiments,14.528010368347168
1996-07-17,ERNSH,Graz,2,Chang,17,15.2,50,0.2,1,Beverages,41.49945831298828
1996-07-17,ERNSH,Graz,5,Chef Anton's Gumbo Mix,0,17.0,65,0.2,2,Condiments,49.607200622558594
1996-07-17,ERNSH,Graz,32,Mascarpone Fabioli,9,25.6,6,0.2,4,Dairy Products,5.616330623626709
1996-07-18,CENTC,México D.F.,21,Sir Rodney's Scones,3,8.0,10,0.0,3,Confections,11.862775802612305
1996-07-18,CENTC,México D.F.,37,Gravad lax,11,20.8,1,0.0,8,Seafood,0.5716753005981445
1996-07-19,OTTIK,Köln,41,Jack's New England Clam Chowder,85,7.7,16,0.25,8,Seafood,13.591348648071289
1996-07-19,OTTIK,Köln,57,Ravioli Angelo,36,15.6,50,0.0,5,Grains/Cereals,47.117984771728516
1996-07-19,OTTIK,Köln,62,Tarte au sucre,17,39.4,15,0.25,3,Confections,11.693931579589844
1996-07-19,OTTIK,Köln,70,Outback Lager,15,12.0,21,0.25,1,Beverages,14.48107624053955
1996-07-19,QUEDE,Rio de Janeiro,21,Sir Rodney's Scones,3,8.0,20,0.0,3,Confections,20.095916748046875
1996-07-19,QUEDE,Rio de Janeiro,35,Steeleye Stout,20,14.4,20,0.0,1,Beverages,20.165103912353516
1996-07-22,RATTC,Albuquerque,5,Chef Anton's Gumbo Mix,0,17.0,12,0.2,2,Condiments,9.191495895385742
1996-07-22,RATTC,Albuquerque,7,Uncle Bob's Organic Dried Pears,15,24.0,15,0.0,7,Produce,14.506647109985352
1996-07-22,RATTC,Albuquerque,56,Gnocchi di nonna Alice,21,30.4,2,0.0,5,Grains/Cereals,1.1018242835998535
1996-07-23,ERNSH,Graz,16,Pavlova,29,13.9,60,0.25,3,Confections,43.657432556152344
1996-07-23,ERNSH,Graz,24,Guaraná Fantástica,20,3.6,28,0.0,1,Beverages,28.644237518310547
1996-07-23,ERNSH,Graz,30,Nord-Ost Matjeshering,10,20.7,60,0.25,8,Seafood,39.912315368652344
1996-07-23,ERNSH,Graz,74,Longlife Tofu,4,8.0,36,0.25,7,Produce,22.694185256958008
1996-07-24,FOLKO,Bräcke,2,Chang,17,15.2,35,0.0,1,Beverages,35.399169921875
1996-07-24,FOLKO,Bräcke,41,Jack's New England Clam Chowder,85,7.7,25,0.15,8,Seafood,20.29401397705078
1996-07-25,BLONP,Strasbourg,17,Alice Mutton,0,31.2,30,0.0,6,Meat/Poultry,30.739625930786133
1996-07-25,BLONP,Strasbourg,70,Outback Lager,15,12.0,20,0.0,1,Beverages,20.73565101623535
1996-07-26,WARTH,Oulu,12,Queso Manchego La Pastora,86,30.4,12,0.05,4,Dairy Products,10.766643524169922
1996-07-29,FRANK,München,40,Boston Crab Meat,123,14.7,50,0.0,8,Seafood,47.35383605957031
1996-07-29,FRANK,München,59,Raclette Courdavault,79,44.0,70,0.15,4,Dairy Products,66.61388397216797
1996-07-29,FRANK,München,76,Lakkalikööri,57,14.4,15,0.15,1,Beverages,12.503807067871094
1996-07-30,GROSR,Caracas,29,Thüringer Rostbratwurst,0,99.0,10,0.0,6,Meat/Poultry,11.254414558410645
1996-07-30,GROSR,Caracas,72,Mozzarella di Giovanni,14,27.8,4,0.0,4,Dairy Products,4.224545955657959
1996-07-31,WHITC,Seattle,33,Geitost,112,2.0,60,0.05,4,Dairy Products,35.19548034667969
1996-07-31,WHITC,Seattle,72,Mozzarella di Giovanni,14,27.8,20,0.05,4,Dairy Products,17.707542419433594
1996-08-01,WARTH,Oulu,36,Inlagd Sill,112,15.2,30,0.0,8,Seafood,30.38784408569336
1996-08-01,WARTH,Oulu,43,Ipoh Coffee,17,36.8,25,0.0,1,Beverages,25.45815658569336
1996-08-01,SPLIR,Lander,33,Geitost,112,2.0,24,0.0,4,Dairy Products,21.49863624572754
1996-08-02,RATTC,Albuquerque,20,Sir Rodney's Marmalade,40,64.8,6,0.0,3,Confections,3.3664143085479736
1996-08-02,RATTC,Albuquerque,31,Gorgonzola Telino,0,10.0,40,0.0,4,Dairy Products,41.197052001953125
1996-08-02,RATTC,Albuquerque,72,Mozzarella di Giovanni,14,27.8,24,0.0,4,Dairy Products,23.312089920043945
1996-08-05,QUICK,Cunewalde,10,Ikura,31,24.8,24,0.05,8,Seafood,23.899612426757812
1996-08-05,QUICK,Cunewalde,31,Gorgonzola Telino,0,10.0,15,0.05,4,Dairy Products,14.201776504516602
1996-08-05,QUICK,Cunewalde,33,Geitost,112,2.0,20,0.0,4,Dairy Products,18.924213409423828
1996-08-05,QUICK,Cunewalde,40,Boston Crab Meat,123,14.7,60,0.05,8,Seafood,51.30567169189453
1996-08-05,QUICK,Cunewalde,76,Lakkalikööri,57,14.4,33,0.05,1,Beverages,30.624235153198242
1996-08-06,VINET,Reims,71,Flotemysost,26,17.2,20,0.0,4,Dairy Products,18.67383575439453
1996-08-06,VINET,Reims,72,Mozzarella di Giovanni,14,27.8,7,0.0,4,Dairy Products,7.571379661560059
1996-08-07,MAGAA,Bergamo,24,Guaraná Fantástica,20,3.6,12,0.05,1,Beverages,10.755802154541016
1996-08-07,MAGAA,Bergamo,59,Raclette Courdavault,79,44.0,6,0.05,4,Dairy Products,6.3565168380737305
1996-08-08,TORTU,México D.F.,10,Ikura,31,24.8,15,0.0,8,Seafood,15.976838111877441
1996-08-08,TORTU,México D.F.,13,Konbu,24,4.8,10,0.0,8,Seafood,11.678765296936035
1996-08-09,MORGK,Leipzig,28,Rössle Sauerkraut,26,36.4,20,0.0,7,Produce,20.35548210144043
1996-08-09,MORGK,Leipzig,62,Tarte au sucre,17,39.4,12,0.0,3,Confections,13.429658889770508
1996-08-12,BERGS,Luleå,44,Gula Malacca,27,15.5,16,0.0,2,Condiments,17.478334426879883
1996-08-12,BERGS,Luleå,59,Raclette Courdavault,79,44.0,15,0.0,4,Dairy Products,16.153650283813477
1996-08-12,BERGS,Luleå,63,Vegie-spread,24,35.1,8,0.0,2,Condiments,7.872495174407959
1996-08-12,BERGS,Luleå,73,Röd Kaviar,101,12.0,25,0.0,8,Seafood,25.48595428466797
1996-08-13,LEHMS,Frankfurt a.M.,17,Alice Mutton,0,31.2,15,0.25,6,Meat/Poultry,11.04991626739502
1996-08-14,BERGS,Luleå,24,Guaraná Fantástica,20,3.6,12,0.0,1,Beverages,10.717713356018066
1996-08-14,BERGS,Luleå,55,Pâté chinois,115,19.2,20,0.0,6,Meat/Poultry,18.780418395996094
1996-08-14,BERGS,Luleå,75,Rhönbräu Klosterbier,125,6.2,30,0.0,1,Beverages,28.939380645751953
1996-08-14,ROMEY,Madrid,19,Teatime Chocolate Biscuits,25,7.3,1,0.0,3,Confections,4.11826753616333
1996-08-14,ROMEY,Madrid,24,Guaraná Fantástica,20,3.6,6,0.0,1,Beverages,6.918578147888184
1996-08-14,ROMEY,Madrid,35,Steeleye Stout,20,14.4,4,0.0,1,Beverages,3.6524646282196045
1996-08-15,ROMEY,Madrid,30,Nord-Ost Matjeshering,10,20.7,6,0.0,8,Seafood,6.4076409339904785
1996-08-15,ROMEY,Madrid,57,Ravioli Angelo,36,15.6,2,0.0,5,Grains/Cereals,1.122537612915039
1996-08-16,LILAS,Barquisimeto,15,Genen Shouyu,39,12.4,20,0.0,2,Condiments,20.395397186279297
1996-08-16,LILAS,Barquisimeto,19,Teatime Chocolate Biscuits,25,7.3,18,0.0,3,Confections,18.119783401489258
1996-08-16,LILAS,Barquisimeto,60,Camembert Pierrot,19,27.2,35,0.0,4,Dairy Products,33.452606201171875
1996-08-16,LILAS,Barquisimeto,72,Mozzarella di Giovanni,14,27.8,3,0.0,4,Dairy Products,3.5358388423919678
1996-08-19,LEHMS,Frankfurt a.M.,27,Schoggi Schokolade,49,35.1,15,0.25,3,Confections,10.297686576843262
1996-08-19,LEHMS,Frankfurt a.M.,44,Gula Malacca,27,15.5,21,0.0,2,Condiments,21.87220573425293
1996-08-19,LEHMS,Frankfurt a.M.,60,Camembert Pierrot,19,27.2,20,0.25,4,Dairy Products,15.696022987365723
1996-08-19,LEHMS,Frankfurt a.M.,67,Laughing Lumberjack Lager,52,11.2,5,0.25,1,Beverages,4.308085918426514
1996-08-20,QUICK,Cunewalde,1,Chai,39,14.4,45,0.2,1,Beverages,36.485469818115234
1996-08-20,QUICK,Cunewalde,40,Boston Crab Meat,123,14.7,40,0.2,8,Seafood,33.30683135986328
1996-08-20,QUICK,Cunewalde,53,Perth Pasties,0,26.2,36,0.2,6,Meat/Poultry,30.57636070251465
1996-08-21,QUICK,Cunewalde,35,Steeleye Stout,20,14.4,100,0.0,1,Beverages,90.92452239990234
1996-08-21,QUICK,Cunewalde,62,Tarte au sucre,17,39.4,40,0.0,3,Confections,42.556304931640625
1996-08-22,RICAR,Rio de Janeiro,16,Pavlova,29,13.9,40,0.15,3,Confections,35.55484390258789
1996-08-22,RICAR,Rio de Janeiro,34,Sasquatch Ale,111,11.2,20,0.0,1,Beverages,22.068418502807617
1996-08-22,RICAR,Rio de Janeiro,46,Spegesild,95,9.6,15,0.15,8,Seafood,13.50784969329834
1996-08-23,REGGC,Reggio Emilia,54,Tourtière,21,5.9,10,0.1,6,Meat/Poultry,10.788878440856934
1996-08-23,REGGC,Reggio Emilia,68,Scottish Longbreads,6,10.0,3,0.1,3,Confections,2.840228796005249
1996-08-26,BSBEV,London,3,Aniseed Syrup,13,8.0,30,0.0,2,Condiments,28.7454891204834
1996-08-26,BSBEV,London,64,Wimmers gute Semmelknödel,22,26.6,9,0.0,5,Grains/Cereals,10.168270111083984
1996-08-27,COMMI,Sao Paulo,5,Chef Anton's Gumbo Mix,0,17.0,20,0.0,2,Condiments,18.619457244873047
1996-08-27,COMMI,Sao Paulo,29,Thüringer Rostbratwurst,0,99.0,15,0.0,6,Meat/Poultry,14.549238204956055
1996-08-27,COMMI,Sao Paulo,49,Maxilaku,10,16.0,15,0.0,3,Confections,16.976449966430664
1996-08-27,COMMI,Sao Paulo,77,Original Frankfurter grüne Soße,32,10.4,10,0.0,2,Condiments,10.316837310791016
1996-08-27,QUEDE,Rio de Janeiro,13,Konbu,24,4.8,20,0.1,8,Seafood,19.664262771606445
1996-08-27,QUEDE,Rio de Janeiro,44,Gula Malacca,27,15.5,24,0.1,2,Condiments,21.729446411132812
1996-08-27,QUEDE,Rio de Janeiro,51,Manjimup Dried Apples,20,42.4,2,0.1,7,Produce,0.15265518426895142
1996-08-28,TRADH,Sao Paulo,20,Sir Rodney's Marmalade,40,64.8,20,0.0,3,Confections,13.617171287536621
1996-08-29,TORTU,México D.F.,18,Carnarvon Tigers,42,50.0,12,0.0,8,Seafood,13.806657791137695
1996-08-29,TORTU,México D.F.,24,Guaraná Fantástica,20,3.6,10,0.0,1,Beverages,6.918578147888184
1996-08-29,TORTU,México D.F.,63,Vegie-spread,24,35.1,5,0.0,2,Condiments,4.884265899658203
1996-08-29,TORTU,México D.F.,75,Rhönbräu Klosterbier,125,6.2,6,0.0,1,Beverages,5.304656982421875
1996-08-30,RATTC,Albuquerque,1,Chai,39,14.4,18,0.0,1,Beverages,17.75786781311035
1996-08-30,RATTC,Albuquerque,17,Alice Mutton,0,31.2,15,0.0,6,Meat/Poultry,14.472330093383789
1996-08-30,RATTC,Albuquerque,43,Ipoh Coffee,17,36.8,15,0.0,1,Beverages,14.59174633026123
1996-08-30,RATTC,Albuquerque,60,Camembert Pierrot,19,27.2,21,0.0,4,Dairy Products,21.74659538269043
1996-08-30,RATTC,Albuquerque,75,Rhönbräu Klosterbier,125,6.2,6,0.0,1,Beverages,5.168820858001709
1996-09-02,VINET,Reims,56,Gnocchi di nonna Alice,21,30.4,4,0.0,5,Grains/Cereals,3.541482448577881
1996-09-03,LILAS,Barquisimeto,11,Queso Cabrales,22,16.8,12,0.0,4,Dairy Products,11.260351181030273
1996-09-03,LILAS,Barquisimeto,16,Pavlova,29,13.9,30,0.0,3,Confections,31.37682342529297
1996-09-03,LILAS,Barquisimeto,69,Gudbrandsdalsost,26,28.8,15,0.0,4,Dairy Products,14.004305839538574
1996-09-04,BLONP,Strasbourg,39,Chartreuse verte,69,14.4,60,0.0,1,Beverages,56.083045959472656
1996-09-04,BLONP,Strasbourg,72,Mozzarella di Giovanni,14,27.8,20,0.0,4,Dairy Products,18.024526596069336
1996-09-05,HUNGO,Cork,2,Chang,17,15.2,40,0.0,1,Beverages,41.276302337646484
1996-09-05,HUNGO,Cork,36,Inlagd Sill,112,15.2,40,0.25,8,Seafood,30.355911254882812
1996-09-05,HUNGO,Cork,59,Raclette Courdavault,79,44.0,30,0.25,4,Dairy Products,24.651973724365234
1996-09-05,HUNGO,Cork,62,Tarte au sucre,17,39.4,15,0.0,3,Confections,16.308345794677734
1996-09-06,RICAR,Rio de Janeiro,19,Teatime Chocolate Biscuits,25,7.3,15,0.0,3,Confections,16.655290603637695
1996-09-06,RICAR,Rio de Janeiro,70,Outback Lager,15,12.0,20,0.0,1,Beverages,20.73565101623535
1996-09-09,MAGAA,Bergamo,66,Louisiana Hot Spiced Okra,4,13.6,30,0.0,2,Condiments,30.25986099243164
1996-09-09,MAGAA,Bergamo,68,Scottish Longbreads,6,10.0,20,0.0,3,Confections,17.94842529296875
1996-09-09,WANDK,Stuttgart,40,Boston Crab Meat,123,14.7,10,0.0,8,Seafood,10.216955184936523
1996-09-09,WANDK,Stuttgart,56,Gnocchi di nonna Alice,21,30.4,20,0.0,5,Grains/Cereals,20.517715454101562
1996-09-10,SUPRD,Charleroi,17,Alice Mutton,0,31.2,40,0.0,6,Meat/Poultry,41.17751693725586
1996-09-10,SUPRD,Charleroi,28,Rössle Sauerkraut,26,36.4,28,0.0,7,Produce,29.02226448059082
1996-09-10,SUPRD,Charleroi,43,Ipoh Coffee,17,36.8,12,0.0,1,Beverages,12.758816719055176
1996-09-11,GODOS,Sevilla,40,Boston Crab Meat,123,14.7,40,0.1,8,Seafood,36.27814865112305
1996-09-11,GODOS,Sevilla,65,Louisiana Fiery Hot Pepper Sauce,76,16.8,30,0.1,2,Condiments,27.692771911621094
1996-09-11,GODOS,Sevilla,68,Scottish Longbreads,6,10.0,15,0.1,3,Confections,14.042664527893066
1996-09-12,TORTU,México D.F.,49,Maxilaku,10,16.0,30,0.0,3,Confections,33.641727447509766
1996-09-12,TORTU,México D.F.,59,Raclette Courdavault,79,44.0,10,0.0,4,Dairy Products,11.092403411865234
1996-09-12,TORTU,México D.F.,71,Flotemysost,26,17.2,2,0.0,4,Dairy Products,1.875327467918396
1996-09-13,OLDWO,Anchorage,18,Carnarvon Tigers,42,50.0,25,0.1,8,Seafood,22.384855270385742
1996-09-13,OLDWO,Anchorage,29,Thüringer Rostbratwurst,0,99.0,25,0.1,6,Meat/Poultry,36.498409271240234
1996-09-13,OLDWO,Anchorage,39,Chartreuse verte,69,14.4,30,0.1,1,Beverages,24.013891220092773
1996-09-16,ROMEY,Madrid,30,Nord-Ost Matjeshering,10,20.7,10,0.0,8,Seafood,10.301743507385254
1996-09-16,ROMEY,Madrid,53,Perth Pasties,0,26.2,10,0.0,6,Meat/Poultry,11.085456848144531
1996-09-16,ROMEY,Madrid,54,Tourtière,21,5.9,5,0.0,6,Meat/Poultry,5.506659984588623
1996-09-17,LONEP,Portland,62,Tarte au sucre,17,39.4,10,0.0,3,Confections,8.98508071899414
1996-09-17,LONEP,Portland,68,Scottish Longbreads,6,10.0,3,0.0,3,Confections,2.840228796005249
1996-09-18,ANATR,México D.F.,69,Gudbrandsdalsost,26,28.8,1,0.0,4,Dairy Products,0.3731405436992645
1996-09-18,ANATR,México D.F.,70,Outback Lager,15,12.0,5,0.0,1,Beverages,5.2442193031311035
1996-09-19,HUNGO,Cork,4,Chef Anton's Cajun Seasoning,53,17.6,20,0.0,2,Condiments,19.448402404785156
1996-09-19,HUNGO,Cork,6,Grandma's Boysenberry Spread,120,20.0,30,0.0,2,Condiments,31.330535888671875
1996-09-19,HUNGO,Cork,42,Singaporean Hokkien Fried Mee,26,11.2,2,0.0,5,Grains/Cereals,2.35353946685791
1996-09-19,HUNGO,Cork,43,Ipoh Coffee,17,36.8,20,0.0,1,Beverages,20.361913681030273
1996-09-19,HUNGO,Cork,71,Flotemysost,26,17.2,3,0.0,4,Dairy Products,3.280390739440918
1996-09-20,THEBI,Portland,16,Pavlova,29,13.9,10,0.0,3,Confections,10.67331600189209
1996-09-20,THEBI,Portland,62,Tarte au sucre,17,39.4,5,0.0,3,Confections,4.593743801116943
1996-09-20,DUMON,Nantes,42,Singaporean Hokkien Fried Mee,26,11.2,6,0.0,5,Grains/Cereals,5.440521717071533
1996-09-20,DUMON,Nantes,69,Gudbrandsdalsost,26,28.8,7,0.0,4,Dairy Products,6.947633266448975
1996-09-23,WANDK,Stuttgart,28,Rössle Sauerkraut,26,36.4,4,0.0,7,Produce,3.9034528732299805
1996-09-23,WANDK,Stuttgart,43,Ipoh Coffee,17,36.8,24,0.0,1,Beverages,25.45815658569336
1996-09-23,WANDK,Stuttgart,53,Perth Pasties,0,26.2,20,0.0,6,Meat/Poultry,19.26644515991211
1996-09-23,WANDK,Stuttgart,75,Rhönbräu Klosterbier,125,6.2,10,0.0,1,Beverages,10.655722618103027
1996-09-24,QUICK,Cunewalde,36,Inlagd Sill,112,15.2,12,0.0,8,Seafood,12.744769096374512
1996-09-25,RATTC,Albuquerque,32,Mascarpone Fabioli,9,25.6,40,0.1,4,Dairy Products,35.2352180480957
1996-09-25,RATTC,Albuquerque,58,Escargots de Bourgogne,62,10.6,30,0.1,8,Seafood,26.811050415039062
1996-09-25,RATTC,Albuquerque,62,Tarte au sucre,17,39.4,25,0.1,3,Confections,24.530820846557617
1996-09-26,ISLAT,Cowes,34,Sasquatch Ale,111,11.2,14,0.0,1,Beverages,14.65074348449707
1996-09-26,ISLAT,Cowes,70,Outback Lager,15,12.0,30,0.0,1,Beverages,31.430530548095703
1996-09-27,RATTC,Albuquerque,41,Jack's New England Clam Chowder,85,7.7,10,0.0,8,Seafood,12.247359275817871
1996-09-27,RATTC,Albuquerque,62,Tarte au sucre,17,39.4,70,0.0,3,Confections,67.44381713867188
1996-09-30,LONEP,Portland,1,Chai,39,14.4,20,0.0,1,Beverages,20.304502487182617
1996-10-01,ISLAT,Cowes,41,Jack's New England Clam Chowder,85,7.7,20,0.0,8,Seafood,19.447956085205078
1996-10-01,ISLAT,Cowes,76,Lakkalikööri,57,14.4,6,0.0,1,Beverages,6.428557395935059
1996-10-02,TORTU,México D.F.,17,Alice Mutton,0,31.2,8,0.0,6,Meat/Poultry,9.0093994140625
1996-10-02,TORTU,México D.F.,28,Rössle Sauerkraut,26,36.4,14,0.0,7,Produce,14.538107872009277
1996-10-02,TORTU,México D.F.,76,Lakkalikööri,57,14.4,30,0.0,1,Beverages,30.481475830078125
1996-10-03,WARTH,Oulu,71,Flotemysost,26,17.2,30,0.0,4,Dairy Products,31.7263126373291
1996-10-03,ISLAT,Cowes,35,Steeleye Stout,20,14.4,10,0.0,1,Beverages,9.913192749023438
1996-10-04,PERIC,México D.F.,52,Filo Mix,38,5.6,20,0.0,5,Grains/Cereals,26.5948429107666
1996-10-07,KOENE,Brandenburg,15,Genen Shouyu,39,12.4,5,0.0,2,Condiments,5.1883721351623535
1996-10-07,KOENE,Brandenburg,25,NuNuCa Nuß-Nougat-Creme,76,11.2,4,0.0,3,Confections,4.06243896484375
1996-10-07,KOENE,Brandenburg,39,Chartreuse verte,69,14.4,4,0.0,1,Beverages,3.861772298812866
1996-10-08,SAVEA,Boise,16,Pavlova,29,13.9,21,0.15,3,Confections,20.42315101623535
1996-10-08,SAVEA,Boise,35,Steeleye Stout,20,14.4,70,0.15,1,Beverages,56.088623046875
1996-10-08,SAVEA,Boise,46,Spegesild,95,9.6,30,0.0,8,Seafood,31.008148193359375
1996-10-08,SAVEA,Boise,59,Raclette Courdavault,79,44.0,40,0.15,4,Dairy Products,35.900054931640625
1996-10-08,SAVEA,Boise,63,Vegie-spread,24,35.1,80,0.15,2,Condiments,68.05601501464844
1996-10-09,KOENE,Brandenburg,6,Grandma's Boysenberry Spread,120,20.0,6,0.0,2,Condiments,7.031469821929932
1996-10-09,KOENE,Brandenburg,13,Konbu,24,4.8,12,0.0,8,Seafood,12.448075294494629
1996-10-09,KOENE,Brandenburg,14,Tofu,35,18.6,9,0.0,7,Produce,9.857566833496094
1996-10-09,KOENE,Brandenburg,31,Gorgonzola Telino,0,10.0,4,0.0,4,Dairy Products,5.018950939178467
1996-10-09,KOENE,Brandenburg,72,Mozzarella di Giovanni,14,27.8,40,0.0,4,Dairy Products,40.849510192871094
1996-10-10,BOLID,Madrid,4,Chef Anton's Cajun Seasoning,53,17.6,24,0.0,2,Condiments,26.343997955322266
1996-10-10,BOLID,Madrid,57,Ravioli Angelo,36,15.6,16,0.0,5,Grains/Cereals,17.478334426879883
1996-10-10,BOLID,Madrid,75,Rhönbräu Klosterbier,125,6.2,50,0.0,1,Beverages,46.828861236572266
1996-10-11,FOLKO,Bräcke,2,Chang,17,15.2,25,0.2,1,Beverages,19.972326278686523
1996-10-11,FOLKO,Bräcke,11,Queso Cabrales,22,16.8,50,0.2,4,Dairy Products,38.16499328613281
1996-10-11,FOLKO,Bräcke,30,Nord-Ost Matjeshering,10,20.7,35,0.2,8,Seafood,27.784339904785156
1996-10-11,FOLKO,Bräcke,58,Escargots de Bourgogne,62,10.6,30,0.2,8,Seafood,23.27086639404297
1996-10-14,FURIB,Lisboa,59,Raclette Courdavault,79,44.0,9,0.0,4,Dairy Products,8.383553504943848
1996-10-14,FURIB,Lisboa,65,Louisiana Fiery Hot Pepper Sauce,76,16.8,40,0.0,2,Condiments,38.36274719238281
1996-10-14,FURIB,Lisboa,68,Scottish Longbreads,6,10.0,10,0.0,3,Confections,10.66202449798584
1996-10-15,SPLIR,Lander,19,Teatime Chocolate Biscuits,25,7.3,10,0.05,3,Confections,9.061872482299805
1996-10-15,SPLIR,Lander,30,Nord-Ost Matjeshering,10,20.7,8,0.05,8,Seafood,8.84942626953125
1996-10-15,SPLIR,Lander,38,Côte de Blaye,17,210.8,20,0.05,1,Beverages,26.046363830566406
1996-10-15,SPLIR,Lander,56,Gnocchi di nonna Alice,21,30.4,12,0.05,5,Grains/Cereals,9.902390480041504
1996-10-16,LILAS,Barquisimeto,26,Gumbär Gummibärchen,15,24.9,50,0.15,3,Confections,41.6508674621582
1996-10-16,LILAS,Barquisimeto,72,Mozzarella di Giovanni,14,27.8,25,0.15,4,Dairy Products,21.55910301208496
1996-10-16,BONAP,Marseille,54,Tourtière,21,5.9,15,0.0,6,Meat/Poultry,19.506359100341797
1996-10-17,MEREP,Montréal,18,Carnarvon Tigers,42,50.0,40,0.2,8,Seafood,31.791229248046875
1996-10-17,MEREP,Montréal,42,Singaporean Hokkien Fried Mee,26,11.2,10,0.2,5,Grains/Cereals,8.468896865844727
1996-10-17,MEREP,Montréal,47,Zaanse koeken,36,7.6,16,0.2,3,Confections,13.869292259216309
1996-10-18,WARTH,Oulu,14,Tofu,35,18.6,10,0.0,7,Produce,10.27812671661377
1996-10-18,WARTH,Oulu,21,Sir Rodney's Scones,3,8.0,10,0.1,3,Confections,7.97310209274292
1996-10-18,WARTH,Oulu,71,Flotemysost,26,17.2,40,0.1,4,Dairy Products,37.741512298583984
1996-10-21,VICTE,Lyon,52,Filo Mix,38,5.6,8,0.0,5,Grains/Cereals,10.883769989013672
1996-10-21,VICTE,Lyon,68,Scottish Longbreads,6,10.0,10,0.0,3,Confections,10.66202449798584
1996-10-22,HUNGO,Cork,2,Chang,17,15.2,7,0.2,1,Beverages,6.1744465827941895
1996-10-22,HUNGO,Cork,31,Gorgonzola Telino,0,10.0,25,0.2,4,Dairy Products,17.939531326293945
1996-10-22,HUNGO,Cork,32,Mascarpone Fabioli,9,25.6,6,0.2,4,Dairy Products,5.393174648284912
1996-10-22,HUNGO,Cork,51,Manjimup Dried Apples,20,42.4,48,0.2,7,Produce,43.314292907714844
1996-10-23,PRINI,Lisboa,4,Chef Anton's Cajun Seasoning,53,17.6,18,0.1,2,Condiments,15.528096199035645
1996-10-24,FRANK,München,23,Tunnbröd,61,7.2,40,0.0,5,Grains/Cereals,38.111351013183594
